"","CD31m_1","CD31m_2","CD31m_3","CD31m_4","Ost_c_1","Ost_c_2","Ost_c_3","Ost_c_4","Ost_ins_1","Ost_ins_2","Ost_ins_3","Ost_ins_4"
"Q15063",15.06015,13.51184,14.93454,14.52233,15.16408,14.14809,15.08767,14.04935,15.38223,14.84879,15.19792,13.95504
"Q15424",15.98067,15.97637,16.36087,15.80842,15.60794,15.54174,15.15002,14.8844,15.20774,14.94781,15.49853,14.94269
"Q15459",16.08534,16.12325,16.5824,15.72338,15.76075,15.68758,15.36421,15.04084,15.53111,15.37564,15.63554,15.06127
"Q15942",18.20709,17.95584,18.63088,17.95766,18.15989,17.78606,18.25113,17.6988,17.99292,17.2802,18.26201,17.74991
"Q16822",15.64318,16.57926,15.88607,15.87296,15.55217,16.32007,15.98365,15.38276,15.17252,15.83973,15.88056,15.03428
"Q6UB35",15.12463,14.94532,14.97589,15.19568,14.49447,14.90179,14.7397,15.04751,14.71423,14.97917,14.71113,14.7961
"Q7L1Q6",15.25918,15.39514,14.78316,15.73156,14.70347,15.71716,15.6337,15.64917,15.56995,16.27931,15.48408,15.89699
"Q86UE4",15.76437,15.51739,15.49103,15.79607,15.27326,15.72826,15.71454,15.84908,15.8036,15.89118,15.73639,15.66288
"Q8TEX9",14.8776,14.5301,14.0151,14.99657,13.43574,14.95773,15.20306,14.86646,15.05166,15.79778,14.88247,15.11155
"Q8WWM7",16.05416,16.13894,16.46174,15.75937,16.03886,15.71386,15.67878,15.38454,15.77073,15.46155,15.92917,15.54551
"Q93009",14.70155,14.68638,14.19498,14.85161,14.32334,14.72321,14.63879,14.62514,14.63387,14.95488,14.60067,14.74719
"Q96HP0",16.05123,15.94001,16.4346,16.41673,17.06114,15.89286,15.98491,16.48813,16.28258,16.78313,16.0624,16.92594
"Q96I24",16.2338,16.42862,16.69528,16.04037,16.27118,16.07551,15.90593,15.69592,15.95101,15.75421,16.21896,15.83116
"Q99439",18.18655,18.12088,18.42605,18.03732,18.76201,17.96582,18.57289,18.46229,18.52178,17.46182,18.30548,18.55867
"Q99873",16.06292,15.89717,15.51376,16.24481,15.48763,15.90893,15.87393,15.70479,15.78579,15.84007,15.87601,15.74193
"Q99961",17.82276,17.8738,18.25985,17.8013,17.79422,17.76023,17.75504,17.25875,17.48925,17.28315,17.92867,17.36307
"Q9BR76",17.19789,17.19049,17.0437,17.36064,17.41905,17.38006,17.31577,17.28536,17.17115,16.78312,17.25918,17.24413
"Q9BUJ2",16.32662,15.77784,16.20773,16.21322,15.50218,15.62674,15.73784,15.59514,15.6274,16.0141,15.79448,15.65985
"Q9BWD1",16.35515,16.28649,16.12165,15.69154,16.466,16.31505,16.13581,16.38696,16.41659,16.2215,15.70293,16.27179
"Q9NR45",16.74611,16.89449,16.72543,16.34727,16.72232,16.82518,15.80125,16.35359,16.60178,16.53661,16.02676,16.27958
"Q9NSD9",15.14688,15.00492,14.66932,15.41893,14.94051,15.1486,15.14889,15.17825,15.1824,15.25902,15.14171,15.23954
"Q9NY15",15.88273,15.903,15.62618,15.44564,15.83662,15.78571,15.96533,15.24008,16.04075,15.44233,15.70473,15.40007
"Q9P0V9",15.3751,15.6345,15.47424,15.24839,15.54488,15.77577,15.52902,15.35001,15.63928,15.72288,15.44417,15.48033
"Q9UBT2",15.70754,15.56763,15.61454,15.13011,15.24174,15.48802,15.35869,15.14377,15.32159,15.75163,15.31844,15.21727
"Q9UHG3",16.5648,16.53394,15.71605,16.62974,16.8139,16.79874,17.13912,17.2422,16.80386,16.55464,16.82815,16.89524
"Q9UI12",16.08795,15.86246,15.15514,16.67705,15.97803,16.32246,16.65106,16.9288,16.42929,16.5153,16.0752,16.49584
"Q9UPT5",14.30572,14.58341,14.49151,14.74964,14.74438,14.60055,14.6955,14.92473,14.71605,14.71705,14.68791,15.03587
"A0A7I2V3U3",17.17216,17.25066,17.39245,17.04799,17.1838,17.08067,16.82651,16.75639,17.07957,16.94288,16.98568,17.18377
"B2R5W2",19.69658,19.66956,20.1201,19.02766,19.21792,19.36597,18.81578,18.6744,19.01038,18.97389,18.9966,18.61489
"H0Y987",17.38207,17.33121,17.05999,16.96186,17.39116,17.48837,17.47332,17.51715,17.5359,17.59516,17.42047,17.68901
"Q5JXI8",16.36449,15.8379,16.18576,16.57691,16.35146,15.72871,16.38995,16.55271,15.99589,15.78905,16.47583,16.43894
"P36873",15.86037,15.61958,15.1541,15.847,15.52552,15.76659,15.63826,15.63931,15.97953,16.01108,15.94629,15.67845
"O00560",18.36159,17.49052,17.96136,17.72408,18.84633,17.59837,18.32073,18.71242,18.66418,17.46567,18.29217,18.52329
"O15460",16.87584,16.80442,17.24869,16.75474,16.22566,16.20929,16.53487,15.57318,16.20489,15.77592,16.76572,15.82033
"O43172",15.66049,15.72419,16.10067,15.68374,15.42622,15.43146,15.30035,14.94919,15.40736,15.43003,15.41256,15.28106
"O43237",16.34677,16.13877,16.36772,16.0944,16.12709,15.91389,16.04774,16.06676,16.12022,15.83445,16.22361,16.12065
"O43399",16.82758,17.48209,17.31878,17.12141,17.29595,17.32303,17.11134,17.12361,17.11267,16.77936,17.223,17.15274
"O43854",16.44296,15.73465,16.2035,16.19117,17.17862,16.08068,16.86566,16.86558,17.01207,16.16473,16.75453,16.48221
"O75874",18.11076,18.30167,18.04843,17.88948,18.58999,18.42389,18.20371,18.42671,18.23304,18.12638,17.87727,18.19912
"O95340",18.9976,18.97135,19.02933,18.54969,18.30852,18.63689,18.80959,18.10101,18.61001,18.97618,19.12745,18.3858
"P04062",17.54618,17.31435,17.09599,17.1329,17.86583,17.34175,17.68739,17.67755,17.72844,16.95145,17.50024,17.42092
"P05067",15.09296,13.43992,15.06314,13.79362,14.57261,13.86371,14.43982,13.83215,14.60522,14.0153,13.9777,14.46277
"P07602",18.28736,17.89525,18.41166,18.0414,18.39874,18.21547,18.14799,17.88166,18.19351,17.71975,17.99907,17.5832
"P07737",20.72924,20.93112,21.15107,20.75971,21.00168,20.73261,20.75716,20.71887,20.85695,20.64499,20.84599,20.92312
"P12955",17.25866,17.38351,17.05096,17.3462,17.64289,17.48446,17.56903,17.37687,17.42294,16.86104,17.33069,17.26279
"P15104",16.2324,16.90332,14.72137,16.55445,17.23851,17.66549,16.12536,16.75459,16.91743,17.54546,16.03409,16.46598
"P16435",15.19949,14.90787,14.2068,15.40841,14.96313,15.20992,15.35125,15.42727,15.39843,15.60628,15.08655,15.53342
"P22695",18.03178,18.06379,17.83247,17.98552,18.02455,17.98897,17.91493,18.12797,17.98377,17.78017,17.87884,17.89832
"P27694",14.93834,15.2516,14.84665,15.07581,14.76315,15.01688,14.79595,14.83942,14.88464,15.47945,14.93807,14.91676
"P29590",16.42543,16.14101,16.20937,16.39142,16.50649,15.9573,16.29976,16.12878,16.46944,15.62844,16.30234,16.17385
"P31930",16.97876,17.07744,16.65685,16.45572,17.00941,17.05368,16.75113,16.95454,16.88163,16.80705,16.60761,16.79366
"P48735",17.18072,16.99039,17.62917,17.04081,16.97097,16.9223,17.01201,16.83873,16.67799,16.44405,16.84328,16.63089
"P49023",16.18236,16.26028,16.51334,15.70374,16.17348,16.29674,16.00186,16.03752,16.22562,16.25103,16.10536,16.47418
"P50281",17.58124,16.9563,16.97203,16.7412,18.1562,17.21697,18.03733,18.04643,17.72167,17.16573,17.54414,17.37491
"P55809",17.02369,17.52121,16.89076,16.92169,17.63641,17.4802,17.06051,17.67335,17.33785,17.01121,16.89671,17.37791
"P60900",17.62056,17.61616,17.44851,17.29263,17.62149,17.4941,17.37636,17.49114,17.48354,16.98592,17.36728,17.26527
"P60981",19.50557,19.99511,19.45378,19.15636,19.88243,19.52991,19.89584,19.71867,19.59587,18.92329,19.44223,19.838
"P62820",17.80866,17.83782,17.3986,18.51707,17.69797,18.18345,18.48306,18.49038,18.20807,18.54484,18.25618,18.13589
"Q02878",17.31315,17.49913,16.92886,17.79347,17.58121,17.92152,18.36713,18.36905,18.13398,19.14935,18.28478,18.48496
"Q04917",18.35435,18.86498,18.36877,18.42483,18.61491,18.83063,18.77552,18.58171,18.54396,18.50629,18.81491,18.70667
"Q08209",15.89682,15.43128,15.25693,16.00685,15.73737,15.73048,16.10178,15.92857,15.97447,15.89837,15.96433,15.74763
"Q08379",15.49556,15.35094,15.73227,15.0515,15.06858,14.7527,15.08922,14.5009,15.21363,14.69845,15.19008,15.09833
"Q10471",16.06987,15.92095,15.20976,16.45883,15.7225,16.12788,16.27417,16.33293,16.19608,16.33085,16.301,16.07215
"Q13283",18.27596,18.35754,18.71889,17.57334,18.20339,18.13956,17.80147,17.59071,18.01534,17.81685,17.9561,17.92158
"Q13409",16.37255,16.59452,16.58227,16.14438,16.52359,16.46182,16.40152,16.28995,16.42154,16.12967,16.45814,16.401
"Q14151",16.6263,16.70981,17.14899,16.58859,16.50066,16.27089,15.71729,15.91493,15.89161,15.96046,16.20956,15.56535
"Q15020",14.70035,14.52672,14.10117,14.80854,14.39242,14.73325,14.65893,14.5288,14.5751,14.96855,14.5222,14.263
"Q15042",15.21348,15.09075,14.68371,15.45983,14.99996,15.37512,15.5613,15.48,15.43823,15.56156,15.42267,15.467
"Q15181",17.04593,17.51014,17.41049,17.07093,17.28379,17.13485,17.30523,17.21098,17.25035,16.80671,17.35372,17.52461
"Q32MZ4",16.32147,16.69777,16.4816,16.19893,16.30995,16.2384,16.12136,15.7817,16.16383,15.79931,16.3057,16.01674
"Q5JRA6",15.99904,15.81934,15.85523,15.92272,15.83885,15.82943,15.8341,15.67314,15.98958,15.74109,15.84109,15.67734
"Q6PKG0",16.09031,15.87525,16.00036,15.93373,15.84039,15.63376,15.36702,15.73204,16.01321,15.89209,15.66682,15.82644
"Q86VS8",15.6135,15.69082,15.59608,15.63979,15.57737,15.48295,15.5396,15.39495,15.47177,15.05753,15.72612,15.4047
"Q8IUD2",16.08475,16.43895,16.26026,16.02484,16.05167,16.37155,15.96308,15.84269,15.99475,16.15751,16.08455,16.01442
"Q8IWE2",17.05207,17.65299,17.22215,16.84253,17.4578,17.45812,17.37955,17.18604,17.42447,17.28266,17.24715,17.51813
"Q8N1G4",16.37761,16.13225,16.3949,16.03112,16.49305,16.18877,16.06913,16.12108,16.46098,16.10494,16.25606,16.13592
"Q92973",16.6962,16.64669,15.8127,17.12228,16.15792,17.01995,17.17114,17.3217,17.00552,17.45439,16.97061,17.41775
"Q96A33",15.90784,15.87642,15.75687,15.71243,15.7472,16.03961,15.88061,15.78612,15.9554,16.08189,15.85625,15.91782
"Q96AY3",19.30749,19.54178,19.15609,18.83471,19.17511,19.24842,18.9014,18.46743,19.11417,18.73124,18.97656,18.47219
"Q96CX2",17.72164,16.7021,17.76461,17.37918,17.2293,16.07983,17.73458,17.11295,17.42743,16.4947,17.92964,17.47568
"Q96T51",14.92217,15.00643,14.71088,15.02935,15.31192,15.24242,15.33984,15.31159,15.40118,15.21505,15.40105,15.24979
"Q99459",15.46153,15.06277,15.83424,15.26201,15.03532,14.70905,14.97588,14.66532,14.98412,15.00336,14.96532,14.75582
"Q99497",18.20905,18.47252,18.36889,18.02305,18.4905,18.22373,17.90956,18.00425,18.30918,17.92292,18.0527,17.98448
"Q9BT78",15.84075,16.12019,15.76064,15.81118,15.91863,15.95236,15.88866,15.77868,15.97776,15.7448,15.94073,15.87739
"Q9BY44",15.52449,14.96988,15.54038,15.38733,14.79785,14.86,15.07153,14.69122,15.1667,15.47258,15.45443,14.93886
"Q9NUU7",15.84971,15.85623,15.52278,16.01842,15.81535,15.76877,15.94209,15.58307,15.88203,15.59729,15.96123,15.57464
"Q9UJZ1",17.06937,17.1246,17.14461,16.76471,17.19354,16.95442,16.67365,16.87181,17.00764,16.64622,16.73722,16.86203
"Q9UMS4",16.2796,16.34658,16.28402,16.31071,15.8101,16.11552,15.75516,15.58716,15.792,16.08387,15.88855,15.85315
"Q9Y2A7",15.10648,14.96755,14.23087,15.54347,14.43945,15.5281,15.41814,15.66832,15.23938,15.74764,15.18161,15.48881
"Q9Y6G9",15.5386,15.61103,15.6882,15.29571,15.54449,15.45739,15.42794,15.33668,15.53167,15.24083,15.49788,15.39268
"Q9Y6M1",15.91926,15.90537,16.2559,15.70794,15.77837,15.67851,15.49433,15.36228,15.5133,15.38061,15.81515,15.30668
"A0A140T913",17.55879,17.84169,17.53253,17.61807,18.50736,18.07671,18.54075,18.14169,18.19749,17.27648,18.49375,17.63991
"B1AHB1",15.99285,16.20238,16.10922,16.42101,14.98349,15.76958,15.9834,15.54432,16.03121,17.11458,16.41571,16.04116
"Q9Y6E0",14.8087,14.93429,14.78793,14.54284,14.94401,14.7434,14.53918,14.53602,14.72584,14.50846,14.77093,14.63809
"A0A7I2V4B4",15.31017,15.38601,14.92083,16.09203,15.02377,15.54745,15.54793,15.82738,15.34454,15.74968,15.60633,15.69777
"A0A7I2V2H9",17.19748,17.08244,16.70919,17.72863,17.16682,17.62672,17.67819,17.79457,17.79398,17.94952,17.43648,17.95872
"O15144",17.39184,17.47403,17.40675,16.92237,17.51871,17.51479,17.64001,17.80073,17.76118,17.61156,17.72548,17.84689
"O60749",16.88028,17.10657,16.62843,16.89568,17.33466,17.21124,17.27306,17.27429,17.29789,17.00163,17.15866,17.15881
"O75131",15.53231,15.7265,14.70879,15.50725,15.55358,16.14612,15.78217,16.07788,15.83084,16.33934,15.59547,16.00605
"O94855",16.5931,16.3137,15.94165,16.79652,15.97417,16.25348,16.54369,16.13122,16.37444,16.32905,16.56525,16.2807
"O94905",16.88663,16.96928,16.48258,16.61382,17.06355,16.95281,16.89523,16.83982,16.94134,16.70661,16.83138,16.69057
"O95202",16.14963,16.16899,15.93388,16.37636,15.93413,16.31158,16.22495,16.40114,16.07654,16.28517,16.04421,16.25917
"O95373",16.01904,15.83955,15.3922,16.77426,15.39755,16.26899,16.58177,16.55738,16.32251,17.06563,16.24106,16.88332
"P02461",17.89978,17.4808,17.69818,17.58959,17.21329,16.9466,17.55298,16.0064,17.13492,16.14914,17.80539,16.25416
"P07099",16.97729,16.73405,16.02176,16.99047,17.10143,17.2683,18.21919,18.2473,17.5237,17.53316,17.23458,17.99737
"P08237",15.70895,15.14548,14.8594,15.72813,15.25662,15.36225,15.89297,15.60851,15.81208,15.65866,15.80141,15.59093
"P09525",16.96996,17.40887,16.57095,17.46047,17.65676,17.68713,17.49671,17.98985,17.56831,17.17818,17.31662,17.81554
"P17812",16.31002,16.03012,16.23553,16.15131,16.10195,15.86441,16.27606,16.09409,16.30265,15.90924,16.28689,16.23952
"P21964",17.01346,17.02418,16.25292,16.84491,17.01975,17.43685,17.49725,17.5859,17.06606,17.46055,16.67463,17.30093
"P23921",15.95378,15.74412,15.44603,15.21475,15.09666,15.65899,15.82781,15.45366,16.04857,16.57628,15.8322,16.18154
"P26641",18.59746,18.33316,17.71939,18.82013,17.9321,18.5938,18.89373,18.84695,18.66186,18.96851,18.7461,18.86966
"P28074",16.89285,17.01172,17.06017,17.16521,16.89812,16.69321,16.96355,17.07013,17.1114,16.80064,17.24828,16.99454
"P31943",19.68339,19.72039,20.1687,18.96861,18.81425,19.16501,18.87547,18.41283,18.89148,18.83235,19.01956,18.66069
"P31946",18.01003,18.21877,18.07854,17.7923,18.23611,18.14235,17.98107,17.99318,18.14941,17.95329,18.16045,18.20828
"P35232",17.87985,17.88567,18.08932,17.07495,17.92756,17.71545,17.65333,17.81138,17.66744,17.57261,17.77829,17.53409
"P38919",17.08413,17.02809,17.08179,16.81632,16.70751,16.77682,16.72037,16.59253,16.68387,16.75716,16.68445,16.7107
"P41091",16.53738,16.32295,16.42694,16.66958,16.11184,16.25264,16.56251,16.72028,16.46992,16.64295,16.74109,16.66876
"P43034",16.8326,16.76151,16.3605,16.65514,16.8072,16.98466,16.87256,16.92473,16.88908,16.87079,16.80992,16.98205
"P43304",15.63626,15.93888,15.41861,15.78467,15.83686,15.94374,16.28217,16.35042,15.89277,16.15593,16.02122,16.15887
"P49419",15.80517,16.2277,15.84982,16.31685,16.10709,16.1498,16.18146,16.48428,15.85552,15.81161,16.16958,16.24244
"P49591",16.81674,16.79037,16.47575,16.72948,16.60764,16.70586,16.93271,16.74763,16.67602,16.72103,16.79565,16.78015
"P50579",16.85046,16.93061,16.89257,16.40603,16.69145,16.7057,16.73624,16.56169,16.70548,16.42112,16.6224,16.57331
"P54289",15.6,15.4824,15.79852,15.36461,15.75395,15.5689,15.86671,15.48269,15.53325,15.21964,15.98748,15.11732
"P61160",17.70922,17.55518,17.11475,18.05265,17.41235,17.87147,18.05319,18.14762,17.82308,18.06594,17.94826,17.93529
"P62140",16.64977,16.41262,15.94668,16.82607,16.57578,16.69842,16.72742,16.38982,16.77025,16.56631,16.59882,16.46894
"P62701",16.8811,17.44049,17.2829,17.62213,16.64005,17.33616,17.94392,17.47541,17.377,19.1213,17.63353,18.15955
"P98082",15.43364,16.01812,15.82092,15.05044,15.86488,16.08518,15.12022,15.60972,15.44617,15.46577,15.18536,15.43265
"Q01469",18.54137,18.2841,19.19709,18.16511,17.78904,17.78208,17.11891,17.94831,17.45559,17.44212,17.21516,17.97841
"Q08431",17.00611,16.55329,16.46779,16.494,18.36533,17.0905,17.92058,17.93491,17.82179,16.61279,17.32521,17.27822
"Q0ZGT2",15.89378,16.41165,15.98874,15.43853,16.32261,16.60936,15.9464,16.03827,15.78067,15.80325,15.74561,15.83895
"Q12905",17.79639,17.91885,17.47319,18.40375,17.41109,17.90378,17.96214,17.82814,17.82979,18.29022,17.69858,17.8652
"Q13501",16.89081,16.83177,16.0624,16.53694,18.20467,16.95787,17.05232,17.41258,17.93859,16.23191,17.31578,17.44724
"Q13596",16.13722,16.41458,16.11917,16.21452,16.40201,16.29025,16.26206,16.19748,16.26207,15.89414,16.42047,16.1678
"Q13617",14.58423,14.37012,13.88154,15.00191,14.0828,14.80878,14.94402,15.00292,14.72168,15.19037,14.67909,14.99004
"Q13619",15.06508,14.89148,14.16353,15.24316,14.46231,15.11673,15.26104,15.25844,15.03604,15.38507,14.97665,15.12619
"Q14566",15.64625,16.19662,15.57612,15.92605,15.35239,15.83702,15.36943,15.04616,15.63749,16.47776,16.01256,15.46628
"Q15084",20.09906,19.89866,20.39108,19.62161,19.90574,19.71231,19.84213,19.65613,19.84178,19.47443,19.82044,19.84582
"Q53EP0",14.98588,14.43242,14.70443,15.48496,14.27717,14.33426,14.87843,14.68131,14.63827,14.56834,14.85412,14.68257
"Q69YQ0",15.64684,15.5158,16.00815,15.43871,15.25579,15.04704,15.31135,15.30185,15.30722,15.18258,15.25398,15.12468
"Q8NC51",17.33328,16.63255,17.45722,16.79828,16.82111,16.55274,16.71118,16.54951,17.05333,16.92208,16.92582,16.80371
"Q92538",15.10953,14.84723,14.37368,15.46842,14.18482,15.24563,15.70173,15.41568,15.329,16.00821,15.28479,15.57347
"Q96C19",16.63294,16.99072,16.89434,16.19639,16.71152,16.82841,16.16825,16.30876,16.45443,16.43415,16.39862,16.44175
"Q9BXP5",18.21638,18.14684,18.42489,17.69345,17.78894,17.89749,17.38235,17.34235,17.77101,17.6452,17.69673,17.34485
"Q9H0U4",18.02073,17.88185,17.22494,18.04638,17.7259,18.16101,18.28466,18.45173,18.04075,18.34938,18.01745,18.42019
"Q9UJU6",17.42171,17.8252,17.84004,17.27223,17.72635,17.64983,17.52275,17.32984,17.50585,17.2082,17.70652,17.45551
"Q9UKX5",16.59435,16.42552,15.7291,16.45015,16.97961,17.17564,16.75266,16.36262,16.95424,16.63222,16.18787,16.09328
"Q9UNF0",18.28736,18.56661,18.60814,17.97529,18.37984,18.25155,18.16594,17.85351,18.24769,17.91031,18.34614,18.02324
"Q9UNF1",16.40104,15.50023,16.27179,16.2609,15.65284,15.68479,16.10831,15.44379,16.08917,15.9546,16.03283,15.87886
"Q9UNM6",16.83782,16.83476,16.39746,16.91602,16.62305,17.02473,16.94045,17.05692,16.85528,16.92323,17.01125,16.9761
"A0A2R8YG42",15.40139,15.796,15.66643,15.4208,15.56816,15.3228,15.20794,15.26386,15.17396,14.87314,15.34388,15.19334
"A0A804HJ20",15.76823,15.26266,15.62024,15.97299,15.2581,15.73206,15.29039,15.37707,15.24714,16.06272,15.16885,15.53757
"B4DR80",16.42252,16.5543,16.33554,16.12809,16.52806,16.48131,16.336,16.32085,16.3767,16.12358,16.35904,16.39876
"O15067",14.81846,14.53727,14.69036,14.89437,14.47279,14.38368,14.42362,14.23697,14.41245,14.60889,14.57912,14.28042
"O15143",18.21817,18.12022,17.76825,18.33359,18.00447,18.32042,18.4357,18.70588,18.31995,18.42981,18.39726,18.63842
"O43175",16.48309,17.33372,16.9767,16.48982,16.37525,17.18316,17.03146,16.39165,16.16851,16.99534,16.97939,16.32011
"O43615",17.01152,16.98949,17.03263,16.99084,16.92477,16.97316,16.77823,17.05287,16.85097,16.93655,16.95581,16.95878
"O60264",16.26931,15.88249,15.85374,16.27665,15.89057,15.98565,16.11189,15.95516,16.01749,16.71178,15.97943,15.99112
"O60313",16.05196,16.16121,16.15919,16.13161,16.15641,16.07261,16.07001,16.15328,15.98736,15.91817,16.1883,15.83935
"O95817",16.23408,16.17896,16.45342,16.00125,16.36268,16.14354,15.87405,15.86178,16.22988,15.92037,15.9658,16.11542
"P09601",15.63531,15.66059,14.40464,15.23536,16.69892,16.31069,16.36412,17.0651,15.99393,15.8859,15.66042,15.7835
"P09619",15.63634,14.96637,15.10191,15.4702,15.31723,15.07082,15.79607,15.64586,15.36252,14.69365,15.47233,14.94783
"P13861",18.006,18.08107,18.04344,17.26585,18.13487,17.97819,18.00438,18.0566,18.00444,17.53517,17.84935,18.03944
"P15170",18.00939,18.02774,17.80418,17.70538,17.88541,18.06237,18.02142,18.03999,18.04885,18.198,17.7074,18.20518
"P20908",17.97916,17.51567,18.61003,17.64104,16.41166,16.25323,17.2986,16.35906,16.75965,16.4929,17.59712,16.13571
"P23526",17.00829,16.69985,16.50508,16.9598,16.9971,17.11527,17.45236,17.30958,17.16023,17.08146,17.30219,17.17418
"P29279",17.26428,16.72713,17.59244,16.84109,17.32456,16.40559,17.15055,16.6762,17.78662,16.92686,18.13042,17.50533
"P35658",14.5966,14.55662,14.6336,14.30899,14.19119,14.56901,14.55332,14.4663,14.22564,15.20666,14.12899,14.62678
"P40926",19.03696,19.12457,19.07904,18.85388,19.19446,19.09141,18.91306,19.18594,18.96842,18.63812,19.02907,19.15778
"P43490",16.3198,15.88398,16.43033,16.04294,15.9675,16.00913,15.91896,16.10561,16.00357,16.09982,15.73495,16.11699
"P48449",15.14184,15.3727,14.63797,15.47056,14.86758,15.70816,15.75092,15.98997,15.22824,15.45288,15.38972,15.71953
"P49189",16.58353,16.71448,15.78917,16.45844,16.89591,16.87935,16.55773,16.57638,16.71963,16.54797,16.56215,16.40475
"P51610",18.59149,18.19171,18.77559,18.24141,17.9794,17.69245,17.86044,18.0194,17.97953,18.11585,18.28716,17.91657
"P52907",19.69629,19.8916,19.87674,19.5676,19.76099,19.67014,19.54744,19.53259,19.54635,19.3035,19.78215,19.61884
"P61221",15.44151,15.11158,14.79418,15.45648,14.59407,15.38028,15.44512,15.29843,15.29465,16.07262,15.4545,15.59577
"P61981",19.03475,19.01999,19.20152,18.85263,19.09066,18.96393,19.09881,18.94493,18.90498,18.83227,19.01721,18.97295
"P62136",18.52792,18.48913,18.03665,18.31605,18.51115,18.70129,18.72041,18.72629,18.74515,18.82897,18.36751,18.94851
"P78344",15.85136,15.63736,15.13002,15.84767,14.99289,15.96829,16.05076,16.01484,15.96229,16.48582,15.76838,16.12564
"P80303",16.89566,16.90439,17.06405,16.61477,16.81969,16.60899,16.36697,16.2928,16.70929,16.44464,16.45125,16.42888
"Q06124",16.23963,16.37658,15.88815,16.50115,16.40806,16.57169,16.40058,16.60261,16.19282,16.24332,16.21017,16.2547
"Q07960",17.69211,17.99323,17.31896,17.88716,18.1791,18.19911,18.42517,18.39545,18.31484,18.34164,18.1601,18.36406
"Q08J23",16.52747,16.43154,16.62512,16.13669,16.02257,16.04631,16.00196,15.81292,15.94607,16.05155,16.26095,15.92311
"Q12931",15.88387,15.98375,15.76035,16.13208,15.61157,16.085,15.75048,15.74216,15.72333,16.15809,15.76361,15.77996
"Q14103",18.92118,18.57305,19.14017,17.8471,18.47691,18.4213,18.11561,17.9207,18.3361,18.39396,18.06582,18.08902
"Q14571",13.12404,13.73912,12.8219450994173,14.16856,13.302398665058,13.95528,13.48664,13.81003,13.64444,14.25261,13.56507,13.68543
"Q14847",18.61975,18.71503,19.02982,18.41107,18.89884,18.5957,19.18898,18.75323,18.72077,18.22094,19.10787,18.799
"Q15746",14.62587,14.24965,14.15819,14.70346,15.40537,14.67521,15.43752,15.08275,15.20671,14.4531,15.3959,14.62915
"Q16222",16.27413,17.03579,16.25519,16.6062,16.06954,16.91638,16.37272,16.53244,16.78199,17.5079,16.74367,16.94168
"Q6NZI2",19.19938,19.69331,19.62702,19.00416,19.48255,19.73111,19.02609,19.07821,19.29164,19.33508,19.20196,19.22243
"Q8N392",15.56503,15.24103,15.57817,15.66197,15.08124,15.25216,15.55928,15.29429,15.69798,15.8503,15.82925,15.44464
"Q8NE71",15.29882,15.06038,15.05808,15.09189,14.97513,14.96103,15.1816,15.01738,15.13407,15.03157,15.32757,15.00351
"Q96AG4",19.12192,18.90333,18.7819,18.96166,18.7073,19.00468,19.16062,19.132,19.01939,19.23353,18.94311,19.18263
"Q96D15",19.60396,19.73462,19.78426,18.88703,19.51059,19.32427,19.2813,18.9087,19.38393,18.89005,19.14102,19.16744
"Q96PK6",16.11908,16.10584,16.40714,16.06933,15.932,15.89236,15.70116,15.58272,15.76669,15.66443,15.99089,15.4262
"Q96TA1",16.69996,17.12945,15.93835,16.74878,16.8654,17.31807,17.3114,17.65771,17.26262,17.74898,17.21622,17.78204
"Q9NY33",16.14182,16.18641,15.43797,16.38407,16.38014,16.47763,16.57376,16.64487,16.52074,16.37393,16.37242,16.42655
"Q9P258",16.61062,16.14737,16.80628,16.25219,15.67197,15.58971,15.73516,15.24014,15.84314,15.86425,16.08473,15.56556
"Q9UHB9",16.52775,16.40163,16.04148,16.76417,16.13164,16.62267,16.79294,16.70425,16.56178,16.82005,16.65975,16.685
"Q9UKK3",15.46295,15.53321,14.90592,15.77063,15.45051,15.88505,15.88719,16.49402,15.90039,16.11453,15.78913,16.58403
"Q9UNH7",18.66252,18.69813,18.76571,18.26634,19.05531,18.83645,18.87269,18.90135,18.97917,18.75825,18.73786,19.01032
"Q9Y3F4",17.25713,17.16927,17.44556,16.95622,17.06872,16.9539,17.03414,16.62666,17.11649,16.94797,17.16632,16.97966
"A0A0C4DG40",14.69506,14.62465,14.2798727158275,15.18242,14.1590900577542,14.97377,14.50338,15.03714,14.47958,15.53878,14.63399,14.97123
"A0A6Q8PHK0",15.35275,15.15652,15.22359,15.27976,14.95529,15.04763,15.34595,15.31635,15.31652,15.65227,15.17442,15.43039
"O00203",15.56689,15.53982,14.80538,16.19884,15.46947,15.87181,16.21806,16.35214,16.13832,16.46038,15.97425,16.09307
"O00425",16.81438,15.75201,17.38873,16.54843,15.53614,16.49542,15.68916,15.88272,15.26307,16.5372,15.40139,15.71481
"O00567",14.83446,14.66816,14.29988,15.27187,14.08926,14.68121,14.83836,14.84974,14.55461,15.33041,14.73781,14.43005
"P04181",17.26233,17.55565,17.12554,17.06287,17.2596,17.34957,17.36963,17.46604,17.3095,17.55577,17.21444,17.68474
"P04844",17.13352,17.10939,16.31454,17.3917,16.77441,17.31001,17.69291,17.73234,17.19467,17.73922,17.34282,17.61209
"P05141",18.19773,17.85462,17.41343,18.12238,17.73034,18.28981,18.78327,18.7433,18.52531,18.94478,18.44703,18.45437
