"","CD31p_1","CD31p_2","CD31p_3","CD31p_4","Huv_c_1","Huv_c_2","Huv_c_3","Huv_c_4","Huv_ins_1","Huv_ins_2","Huv_ins_3","Huv_ins_4"
"P16035",14.82082,14.6499,14.4686153472865,14.88494,14.49625,14.30119,14.71403,14.83809,14.36788,14.26912,14.1403621677408,14.00484
"P17096",19.78523,20.03032,19.44393,20.0946,19.90661,20.27133,19.09424,20.07232,20.06598,20.29251,19.65722,19.83149
"P18077",16.67029,16.77433,17.05288,16.94416,17.48966,17.01339,17.48081,16.94967,16.48676,17.24554,16.98876,17.2048
"P20645",15.92655,15.41507,15.62778,15.85401,15.43387,15.32135,15.33835,15.42627,15.48295,15.36878,15.28484,15.47284
"P20674",18.01209,18.06866,17.56421,18.0479,17.71412,17.7743,17.58786,17.85002,18.02076,17.83262,17.79994,17.63069
"P34059",14.69192,14.44775,14.32889,14.89767,14.08681,14.06618,14.02103,14.29295,14.38261,13.79684,14.14681,13.9925
"P40938",14.69396,14.69613,14.853587282548,14.64735,15.46071,15.73558,15.63423,15.34793,15.16348,15.30217,15.37182,14.88369
"P41223",14.06343,14.48684,14.24842,14.15346,14.47352,14.68782,14.50355,14.57319,14.23895,14.57321,14.09856,13.97595
"P42677",15.38776,15.07999,15.22438,15.02329,15.88078,15.94425,15.8423,15.47559,15.50014,15.61156,15.48391,15.43841
"P48651",14.27351,14.04563,14.66504,14.0014,13.95477,14.17485,14.4306,13.9873268766085,14.01146,14.1594,14.32048,14.77232
"P49406",13.66609,13.67511,13.68835,13.53518,14.21807,14.41695,14.04804,14.0024,14.2205,14.41364,14.34029,13.95724
"P49711",13.99583,14.2076,13.85004,14.34605,14.08073,14.11525,13.97344,14.22299,14.00792,14.10864,13.7407151269217,13.58351
"P50583",16.45419,15.77389,16.0048,16.3373,16.88798,16.73594,16.67759,16.87671,16.30389,16.36098,16.20202,16.38901
"P51003",13.64186,13.53173,14.14436,13.5747356342818,14.57982,14.32395,14.53646,14.19727,14.08387,13.95929,14.0753,14.54815
"P52298",14.58336,14.79639,14.45721,14.92013,14.53164,14.69966,14.63732,14.98283,14.27546,14.78527,14.17061,14.13711
"P53611",15.11598,14.97726,15.75252,15.00525,15.80346,15.81062,15.75226,15.58619,15.22244,15.70546,15.54683,15.66094
"P54725",14.50953,14.73374,14.69363,15.32307,15.08413,15.06479,14.73146,15.30594,15.15545,15.05447,14.59972,15.13483
"P55210",15.32247,15.08794,15.06572,15.29629,15.16672,15.16614,15.0814,15.3714,15.0788,15.20435,15.04742,15.0366
"P58335",14.61075,14.14076,14.39126,14.14731,13.95933,13.61773,14.05368,14.05313,14.09638,13.96599,14.2784,14.05126
"P61962",15.30523,15.39858,15.10552,15.54127,15.28754,15.36534,15.28805,15.52265,15.25308,15.30706,15.17236,15.34787
"P62314",15.12393,14.70791,14.98579,14.98892,15.40091,15.88159,15.65167,15.49508,15.4966,15.13318,15.20551,15.47066
"P62899",18.96442,18.69405,18.71328,19.37596,19.0145,18.83708,19.02891,19.13084,19.18115,19.63093,19.36795,18.93187
"P78536",14.53655,14.1353,14.28342,14.54775,14.05622,14.02529,14.0177,14.17851,14.51345,13.96582,14.05759,14.17672
"Q00013",16.39822,16.73942,16.0443996310691,16.61612,16.56583,16.65358,16.44938,16.78508,16.53486,16.54571,16.18998,16.01734
"Q01804",15.60359,15.72765,15.54345,15.84679,15.93262,15.45118,15.8982,15.92295,15.73233,15.56749,15.46047,15.57082
"Q02224",16.59971,16.90756,16.40824,16.86472,16.30865,16.14893,16.25036,16.30492,16.35409,16.60054,16.22722,16.49514
"Q13188",15.31755,15.2876869981031,15.32129,15.29167,15.33808,15.43727,15.2962,15.47518,15.450885400464,15.55715,15.39637,15.53224
"Q13393",19.41139,19.2443,19.35729,19.27088,19.0718,19.26364,19.40425,18.95089,19.59755,19.25518,19.29186,19.68469
"Q13427",15.29463,15.44173,15.08713,15.56416,15.45265,15.49585,15.01396,15.54995,14.98593,15.06284,14.81239,14.7153
"Q13541",13.8546,13.7993,13.7173831454972,14.41766,14.1244228128642,13.87253,14.0057,14.47942,13.8925241729592,14.05963,13.51038,14.06674
"Q13601",15.70163,15.92936,15.7237721299177,15.978,15.81453,16.20177,15.85834,15.79704,15.29894,15.41587,15.35818,15.39704
"Q13610",16.23363,16.08126,16.00611,16.28125,15.94442,15.86639,15.78755,16.1213,15.90073,15.36492,15.83814,15.52806
"Q14145",13.55999,13.41872,13.73032,13.5384688621846,13.88176,13.76476,13.97102,13.84646,13.8242,13.5516,13.71634,14.04446
"Q14596",16.28209,15.86587,14.8203,16.03516,16.03757,15.64494,15.84805,16.1502432296781,16.88192,15.94952,16.18149,16.27306
"Q15287",14.32801,14.43835,14.49289,14.72679,15.06144,14.58035,14.45441,14.97977,14.57766,13.9426,14.5972,14.4005
"Q15363",16.31071,15.67614,16.42135,15.65064,16.32577,16.15727,16.22925,16.07598,15.9068,15.70395,16.13994,15.99904
"Q15392",14.21592,13.81221,14.19705,13.57887,14.10059,14.1849,14.69743,14.25191,14.37132,14.04345,14.23101,14.60928
"Q15833",14.48498,14.02837,14.2376,14.32688,14.31256,14.8485,14.66366,14.33927,14.88224,15.09556,14.85394,14.93342
"Q16831",15.1379,14.58828,15.14425,14.79707,14.98786,15.24322,14.94489,14.80904,14.99301,14.58731,15.31624,14.8387
"Q2TAA2",14.17081,13.77963,13.8685651092327,14.19587,14.21975,14.39268,14.05661,14.4908,14.21443,14.18706,14.2677,13.85446
"Q495W5",15.20497,15.24248,14.45634,15.48611,14.91842,15.07927,14.72352,15.12618,15.15629,14.92074,14.61032,14.73626
"Q4VC31",14.73773,15.26336,14.6309,15.26957,15.08857,15.4738,14.87638,15.16172,15.44457,14.85696,14.88722,15.02962
"Q5HYW2",13.9759465078126,13.81486,13.80826,14.23808,13.70649,13.98482,13.38381,13.83779,13.72094,13.98665,13.45094,13.73009
"Q5W111",14.03501,13.59969,13.9646,13.9641744628822,14.19191,13.98819,14.08514,13.95797,14.32567,13.90396,14.01466,14.05078
"Q6NYC1",14.45491,14.05857,14.04442,14.39103,14.79596,14.41806,14.40602,14.6253,14.41819,14.22628,14.19782,14.19385
"Q6ZRP7",14.2062141870806,13.43471,14.11573,14.13167,14.46893,14.2382,14.11134,14.34463,14.54839,13.89767,14.34564,14.42422
"Q8IYM9",14.3299,13.80867,14.44725,13.919753770796,14.60304,14.80887,14.71145,14.37824,14.24103,14.49225,14.62274,14.63364
"Q8N128",16.66652,16.66727,17.52182,17.17343,16.63961,16.74884,16.78739,17.3462,16.47486,16.80936,16.51521,17.2716
"Q8N5M9",17.98052,17.60831,17.79991,17.7429,18.19288,18.0371,18.09486,18.10912,17.63949,17.67274,17.86868,17.95775
"Q8N699",15.33736,14.67862,15.29134,14.96697,15.15983,15.16522,15.33646,15.41974,15.28238,15.16022,15.29727,15.54331
"Q8N6M0",15.1474,15.0252353305152,14.56716,15.1021,15.16463,15.10283,14.66411,15.56377,14.60478,15.12423,14.58556,14.6473604493163
"Q8N983",14.63917,14.67049,14.3695895067385,14.36949,14.71603,14.91682,14.85606,14.93912,15.05381,14.99158,14.91298,14.42194
"Q8NBL1",13.97293,13.34128,13.36094,13.90694,13.97024,14.06964,13.85146,13.90273,13.69853,13.76224,13.6344647516101,14.00763
"Q8NFH5",15.01356,15.16569,15.01804,15.15693,14.93814,15.09227,15.1062,15.25302,15.12464,15.36642,15.13055,14.77928
"Q8TEA8",13.7852521587862,13.85384,13.88542,13.58553,14.32848,14.31817,14.13031,14.19095,13.98153,13.93227,13.89368,13.7012
"Q8TF65",14.97725,14.7007253656289,14.82539,15.03752,14.89377,15.14027,14.39512,14.91789,16.2457,15.20656,15.58752,15.362737980323
"Q8WTV0",14.96979,14.93241,15.03937,14.97796,15.42928,15.43836,15.695,15.48883,15.37578,15.06495,15.13605,15.53119
"Q8WUH6",16.52595,17.21587,16.47087,16.40421,16.06096,15.77203,16.2739,16.65916,15.65435,16.3041,15.61981,15.88144
"Q8WUI4",14.66244,14.66805,14.94953,14.86153,14.04094,13.69727,14.62509,14.38318,14.39735,14.75084,14.51081,14.4775
"Q92530",15.57226,15.17902,15.24996,15.37648,15.24963,15.53787,15.29803,15.56185,15.50676,15.57041,15.48776,15.44293
"Q96A35",15.20787,15.28587,14.85922,15.34921,15.12301,15.44003,15.17528,15.04135,15.39639,15.55387,15.32533,15.06972
"Q96AB6",14.75683,14.86556,14.22296,15.02807,14.63941,14.56051,14.56808,14.91314,13.39307,14.64135,13.76762,14.52799
"Q96C01",16.21901,16.16679,16.77944,16.42074,16.65303,15.99309,16.58956,16.43316,16.88219,16.67473,16.73181,16.61086
"Q96CN7",14.73715,14.59209,14.92997,14.75219,14.99536,14.80795,15.11459,14.87398,14.63146,14.64795,14.81205,14.92503
"Q96DV4",18.96408,18.79896,18.58981,18.86231,18.48056,18.64601,18.70911,18.65422,18.92251,18.78915,18.63635,18.68387
"Q96EL3",15.50015,15.71412,15.16335,15.5458,15.29414,15.37808,15.198,15.37045,15.38172,15.74187,15.0993,15.30608
"Q96G23",15.17953,14.78683,15.29086,14.9841,15.39623,15.25013,15.15174,14.85719,15.31072,15.30211,15.60775,15.86724
"Q96GG9",15.10394,14.88848,15.16026,14.86034,15.16058,15.21711,15.14548,15.35759,15.07955,14.91805,15.29231,15.22449
"Q96K17",15.23792,14.20287,14.20125,15.50897,15.52547,15.40604,14.8872,15.07009,15.8472,15.43719,15.62248,15.17242
"Q96MU7",15.12789,14.78901,14.60287,15.2623,15.22101,14.88272,14.85436,15.14543,15.07358,14.74362,15.01675,15.05841
"Q96MW1",14.89752,14.98368,14.7019,15.14587,14.6215991124,14.86827,14.56617,14.7086,14.7027453102404,14.85753,14.43552,14.9181
"Q96RN5",13.58543,13.59887,13.48964,13.78583,13.75225,13.72625,13.94447,14.02082,13.90454,14.05692,14.02875,13.43478
"Q96S97",16.85128,16.58505,17.34002,16.53798,15.99241,15.66622,16.32717,15.99713,16.31579,16.17641,16.54536,17.38835
"Q96TC7",14.7572,14.78334,14.5827714583087,14.62058,14.98894,14.93619,14.93862,14.94538,14.76585,14.72812,14.6436435739342,14.45513
"Q99442",15.53142,15.31951,15.65429,15.64133,15.57413,15.23757,14.98384,15.19482,15.41678,14.99991,15.19964,15.27751
"Q99543",14.2267,14.43681,14.04658,14.45204,14.50122,14.66205,14.38931,14.40953,14.39645,14.49884,14.0092,14.0484
"Q99808",14.65551,13.76059,15.14983,14.32968,15.12809,14.97871,15.15789,14.83306,14.98871,14.64916,15.19,15.44551
"Q99996",15.68209,15.73837,15.53835,16.32293,15.25248,15.56048,15.17278,15.47509,16.6251962677989,16.00968,16.51956,16.10094
"Q9BQA1",16.14293,16.00589,15.81226,16.11034,15.919,15.89085,15.78487,15.88442,15.83826,15.82588,15.51287,15.91757
"Q9BRP4",14.43594,14.41784,14.26165,14.34006,14.42986,14.49598,14.29668,14.49141,14.4286,14.48331,14.43893,14.57429
"Q9BRQ6",17.03659,17.06809,17.0609913036328,17.11921,16.87277,17.03986,17.02997,16.92768,16.89105,16.96524,17.00665,16.93576
"Q9BT22",14.55301,14.34339,14.89494,14.49761,14.6429208390075,14.58793,14.70458,14.53068,14.672347429778,14.49243,14.76926,15.06644
"Q9BU61",14.5436,14.99249,14.15393,14.84863,14.1302,14.37127,14.19456,14.44591,14.10754,14.64469,14.02085,14.0334
"Q9BVC6",18.05821,17.46713,18.37019,17.72166,18.96078,18.75382,18.61395,18.69654,18.42634,18.16668,18.94432,18.16522
"Q9BX67",14.24348,13.63379,14.03389,14.34645,13.94166,13.91951,13.9124,13.99185,13.66547,13.38214,13.5663856730706,13.60017
"Q9BX68",16.08346,15.86302,15.0503,16.52709,15.68625,16.1401,15.52765,15.78818,16.33775,15.89331,15.84989,16.02183
"Q9BY42",14.1959,14.22433,13.38613,14.2285779949584,14.33815,14.50861,14.43944,14.46875,14.34003,14.38705,14.2368,13.79724
"Q9BYD2",13.66923,14.06908,13.44749,14.03019,13.90152,14.40157,13.98093,13.79288,14.27306,14.57652,14.06137,14.10689
"Q9C0H2",15.22318,14.65928,15.38477,15.00378,15.10901,14.96298,14.77648,14.59573,15.24581,15.07212,15.48796,15.64116
"Q9GZU8",14.83715,14.98529,14.61612,15.25932,14.78763,14.98288,14.57927,15.28094,14.76627,14.6828,13.94864,14.23321
"Q9H0U3",16.15139,15.78068,16.34528,15.82634,16.04612,16.02994,15.98377,15.86791,16.10569,15.72132,16.45082,16.06137
"Q9H1I8",14.27994,14.93351,14.8871,14.46877,14.64574,14.12451,14.69951,14.28379,13.7601953310286,14.00727,13.88977,13.85034
"Q9H1K1",15.16056,15.55709,14.6492,15.52307,14.73578,14.99423,14.7258190815811,15.06962,15.05763,15.14207,14.55765,14.78257
"Q9H7C9",15.72489,15.95141,15.33037,15.7981,15.18985,15.73436,15.38984,15.6105,15.61971,15.68283,15.46743,15.2415
"Q9HBI1",14.35369,14.1534416759851,14.63048,14.2795,15.27256,14.68769,14.87268,14.8618145528815,14.07357,14.22254,14.6599,14.48143
"Q9HC07",15.45656,15.04909,15.69835,15.11418,15.74086,15.42568,15.76612,15.54332,15.27993,15.24405,15.58878,15.93683
"Q9NP92",13.44443,13.77356,13.82767,13.83774,14.39717,14.5517,14.45612,14.25724,14.61822,14.15054,14.81842,14.5139
"Q9NQ50",15.10023,15.43413,14.75275,15.58213,15.30293,15.44206,15.19693,15.29659,15.61509,15.49735,15.23008,14.9618
"Q9NQX3",14.59311,15.01758,14.38427,14.73904,14.07863,14.43637,14.58151,14.39119,14.4481791999699,14.73913,14.27623,14.68713
"Q9NR46",14.83549,15.06175,14.75043,15.03152,15.04805,14.96943,15.0411627000163,15.15536,14.80689,15.10411,14.72188,14.75494
"Q9NV96",14.29815,14.11936,14.28513,14.25056,14.64334,14.19829,14.39807,14.28781,14.41609,14.14582,14.16337,14.45572
"Q9NW68",14.26383,14.35546,14.04711,14.60871,13.94792,13.61552,13.59967,14.20883,14.04631,14.21281,13.76156,14.14856
"Q9NWV4",14.5969,15.02183,14.32666,14.93562,14.36644,14.7281,14.18506,14.61029,14.58717,14.74162,14.09983,14.36254
"Q9NX24",15.99377,16.28182,15.56454,16.31895,15.77831,16.25075,15.90359,16.09693,15.93198,16.29407,15.59684,15.54713
"Q9NX58",14.00595,13.97206,13.7212,14.09762,14.30411,14.42731,14.24064,14.13431,14.14493,14.42037,14.02464,14.1030104807302
"Q9NY93",13.65686,13.6355,14.15932,13.53784,14.34015,14.031,14.1262,14.00251,13.85003,13.84007,14.12946,14.00511
"Q9NYL2",13.47049,13.63733,13.63849,13.45063,13.89113,13.80132,13.84243,13.91955,13.62642,13.52349,13.64171,13.67787
"Q9NZJ7",15.34616,15.83269,15.77963,15.40109,15.35438,15.31402,15.37293,15.27478,15.4149,15.14611,15.62465,15.79424
"Q9NZN8",14.76623,14.96737,14.80983,15.02215,14.50588,14.71092,14.77348,14.7631271701724,14.45497,14.75575,14.2913,14.67808
"Q9P1F3",14.13966,13.8629978719629,13.26303,14.58725,14.3293,14.34302,14.05529,14.32899,14.43144,13.93042,14.38024,14.63265
"Q9P265",13.66808,13.2033596842657,13.95411,12.98938,13.58714,13.5109101595879,13.7048,12.78303,13.81067,13.4552325347735,14.16619,14.1908
"Q9P270",14.1756429047307,14.32389,13.63894,14.55278,14.15172,14.28947,14.23605,14.36313,14.34145,14.26349,14.04003,13.88411
"Q9UBI6",14.87009,14.93994,14.19071,14.82648,15.26336,15.72653,15.59656,15.56026,13.69286,15.06282,13.3382,15.14957
"Q9UBV8",15.60943,15.56408,15.38672,15.65294,15.77668,15.89529,15.79769,15.76461,15.96438,15.72985,16.23156,15.80926
"Q9UHA4",15.16191,14.90164,14.7464144279123,15.29322,14.96516,14.69975,14.27054,14.47564,15.28682,15.27767,15.02229,14.91123
"Q9ULL8",15.17956,15.274386766972,15.08527,15.32385,15.04882,15.28986,15.09851,15.19347,15.19127,15.14092,14.96018,14.93889
"Q9UNK0",14.18197,14.10425,14.18295,14.32708,14.56358,14.44036,14.29669,14.41494,14.43162,14.18227,14.48948,14.45636
"Q9UNL2",16.9946,16.70721,17.16531,16.99556,16.26272,16.45921,16.65129,16.51296,16.59913,16.01868,16.31499,16.37637
"Q9UNW1",14.41133,14.0793,14.46726,14.26569,14.81126,14.50247,14.62357,14.53641,14.79661,14.22394,14.52898,14.93591
"Q9UQ13",13.9654224051415,13.78126,13.93293,14.03992,14.14532,14.13327,14.15017,14.1823140777459,13.93793,13.903,13.9593,13.83652
"Q9Y237",14.55829,14.68337,14.23994,14.69353,14.46465,14.89905,14.61686,14.60588,14.74863,14.89004,14.49482,14.25165
"Q9Y2G3",19.2625,18.1385,19.34784,19.11324,18.03132,17.87667,17.97848,17.83312,19.91876,18.34253,19.5925,19.38453
"Q9Y2V2",16.07777,15.86354,15.51909,16.29479,15.47465,15.71241,15.61441,15.91947,15.44149,15.68304,15.16606,15.35087
"Q9Y2V7",13.83364,14.14808,13.82593,13.844,13.82523,13.66116,13.91914,13.7736872735368,14.1808,14.21776,14.12011,14.33554
"Q9Y3C1",14.1765,14.57094,14.0571382588918,14.48594,14.80452,15.03726,14.7873,14.99041,14.48442,15.06124,14.21973,14.33945
"Q9Y3E1",15.42446,15.40503,15.02485,15.7066999664429,15.13183,15.26336,15.01053,15.87416,15.01371,15.74991,15.1713,14.9991
"Q9Y3Q8",14.19624,14.44107,14.09397,14.42354,13.9408,14.18317,13.93457,14.06597,14.0702,13.97857,13.65673,13.91221
"Q9Y3Y2",14.09472,14.78893,14.75121,14.86444,14.73544,14.3916,14.55046,14.22652,13.75987,14.7637,14.31172,14.60397
"Q9Y4W2",13.20043,13.92555,13.93211,13.49700271645,13.82743,13.87719,13.86661,13.77047,13.064139504225,13.48074,13.17377,13.3958
"Q9Y5J7",13.74672,13.58638,12.88142,13.98579,13.38429,13.77939,13.35735,13.55437,14.08707,13.7069275247169,13.35446,13.2401
"Q9Y606",14.23005,14.01648,14.25506,13.94393,14.6226,14.78542,14.4707,14.33982,14.19377,14.38725,14.32086,14.48358
"A0A087WYV9",14.04548,13.7598,14.25051,14.0070721112498,13.99232,14.21081,13.95386,14.011,14.15972,14.08884,14.19568,13.94224
"A0A087WZ13",13.44396,13.7027862402127,13.27074,13.84304,13.6274178366946,13.80077,13.72914,13.70196,14.05259,14.17993,14.09818,13.83414
"A0A2Y9D025",14.61236,14.41053,14.03461,14.29568,14.34308,14.33275,14.34119,14.4763,14.89961,14.46866,14.44976,14.24433
"A0A5F9ZH79",14.85899,14.56878,14.90718,14.82168,15.46314,15.46968,15.27013,15.37871,14.99017,14.82179,15.10802,14.86193
"F8W0Q9",15.61236,15.76587,15.328551312541,15.82369,15.17699,15.38105,15.22618,15.52173,15.3394,15.52973,15.19622,15.18544
"H0Y9Y3",14.58673,14.07875,14.31425,15.06655,15.23985,15.23753,15.17798,15.17618,15.22291,14.8429466278919,14.94261,14.733
"I3L505",15.43966,14.88484,14.82003,15.40547,15.12472,15.4987,15.24378,15.61642,15.568,15.21383,15.18989,15.22505
"P61513",16.6541,17.2618,17.06424,16.76242,17.60567,17.07894,17.65721,17.60464,16.57252,17.35904,16.90267,17.4493
"C9JLW8",15.17065,15.15181,15.17332,15.63981,14.90153,15.1435,14.8754,15.28881,14.98051,14.88434,14.80567,14.87379
"O00115",16.04155,16.04005,15.66067,16.17711,14.79191,15.0973,14.91101,15.19581,15.51217,15.3927,15.31873,15.33925
"O00592",16.32481,15.65906,16.37092,16.24926,15.99037,15.76436,16.16447,16.41441,16.02319,15.63873,15.59386,16.08172
"O00712",14.22829,13.99396,14.39924,14.1315348396639,14.67002,14.76289,14.43262,14.41919,14.39858,14.29544,14.4608,14.54262
"O00767",17.0161,16.46999,16.8743848941355,16.96348,17.82182,17.20001,17.32659,17.25346,17.34006,16.61829,17.09646,16.98468
"O14531",17.61369,17.62125,17.30516,17.88948,17.14099,16.92018,17.5029,17.70389,17.43541,17.01354,17.30601,17.2129100301033
"O14562",15.52291,15.74402,15.02935,15.84389,15.32456,15.6303,15.43555,15.70804,15.56773,15.60903,15.31228,15.52897
"O14656",14.56167,14.3189,14.80401,14.4633234686724,14.5455,14.57074,14.75486,14.71168,14.26126,14.30397,14.47985,14.22341
"O14908",14.19472,14.42587,14.28411,14.70536,14.63308,14.50357,14.57619,14.62094,14.52264,14.66458,14.26728,14.8145
"O14925",14.57863,14.30348,14.61672,14.4047993136018,15.19155,14.97038,15.16504,14.98195,14.43165,15.0829,14.69685,14.91732
"O15121",16.09053,15.61238,16.23404,15.86246,15.64806,15.6737,15.60674,15.36427,16.19201,15.80329,16.39099,16.42633
"O15173",16.36926,16.91959,16.70394,16.19043,16.59744,16.6661,16.91736,16.87857,16.16327,16.58305,16.00078,16.5353
"O43504",16.94207,17.03954,16.19202,17.1969,16.12463,16.28228,15.9196,16.37034,16.69864,16.73285,16.29587,16.40796
"O43583",15.76088,15.91952,15.52057,16.20926,15.94969,16.06681,15.91199,16.33397,15.82642,16.04747,15.67699,15.36342
"O60234",14.26498,14.33852,14.17688,14.90646,14.9848,15.75967,14.60579,15.30213,14.51989,14.55795,14.12489,13.98663
"O60256",14.09915,13.81685,13.95746,13.75277,14.72319,14.63703,14.65945,14.44118,14.07311,13.83883,14.35192,14.19616
"O60341",13.90728,13.3942,13.79266,13.5918511243623,13.84818,14.0021,14.13672,13.96802,13.55904,14.09786,13.84914,13.8804
"O60613",15.04124,14.63571,14.63249,15.07249,15.17464,15.45536,15.17389,15.56334,14.99847,14.87027,14.72223,14.78367
"O60885",13.98146,13.78118,14.27008,14.36066,14.04255,14.06627,14.05925,14.29558,14.30697,14.0554,14.1312,13.93868
"O60888",17.02006,18.02812,17.35024,18.06551,17.36337,17.10239,17.01139,17.52304,17.96754,17.08367,17.49982,17.39897
"O60925",16.69795,16.78455,16.32919,17.05141,16.76102,16.48879,16.7407,17.1339,16.8447,16.09533,16.52119,16.48265
"O75208",13.92181,13.89768,13.6689,14.25463,13.76727,14.16221,13.77317,13.96736,13.99733,14.07684,13.9123,13.62908
"O75787",13.7021,13.3269127657322,13.45936,13.716,14.60554,14.53401,14.40423,14.51908,14.50018,14.06024,14.57162,14.5295
"O75940",17.07699,17.26154,16.69032,17.46535,17.13801,17.3403,16.91447,17.2891,17.17061,17.3889,17.00167,16.9322966034331
"O94888",15.39222,15.26601,15.04279,15.49156,15.3897,15.65594,15.31435,15.53902,15.11762,15.21202,15.0463,15.07836
"O95168",14.58934,14.78373,14.68659,14.71468,14.55793,14.67165,14.83392,14.6903,15.03988,14.6525,14.55743,14.80447
"O95400",14.83752,15.0701,14.73823,15.14197,14.92245,14.9717,14.90834,15.35664,14.85399,14.53849,14.59216,14.77246
"O95486",14.75163,14.40973,14.95252,14.43936,14.49938,14.36526,14.68506,14.4516,14.77044,14.71772,15.07071,14.96861
"P00374",14.3430255103742,14.49217,13.95433,14.46281,15.32391,15.5272,15.26897,15.59598,14.71554,15.03178,14.46786,14.4737863121488
"P00403",15.17973,15.3889,15.76193,15.68526,15.61932,15.33837,15.25305,14.90934,15.79914,15.09263,15.91571,15.9773
